,0
0,0.0
1,0.00014127970894489347
2,0.0005545826503100785
3,0.0024367863755155885
4,0.8807061918942986
5,0.0
6,0.0015277309200500057
7,0.0
8,0.055393570496482254
9,0.0005235478473278223
10,0.0
11,0.0
12,0.0
13,0.0
14,0.04259706557580173
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.002733751755147454
25,0.0013184919557020238
26,0.01056273492371304
27,0.0
28,0.0013596602772027047
29,0.0
30,0.0
31,9.081514861771373e-05
32,0.0
33,0.0
34,0.0
35,0.0
36,5.379047088618643e-05
