,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
0,2.9757684387732297e-06,0.0001855377631727606,0.0011778355110436676,2.858515472325962e-05,0.32728755474090576,5.60347871214617e-06,0.36920997500419617,3.2178044673258906e-09,0.09624090045690536,5.5212130973814055e-06,9.852425364442752e-08,1.3099899831559014e-07,0.007728409022092819,3.616320100263693e-06,0.00015040684957057235,1.6254304000540287e-06,6.532409884130176e-07,1.1487669837606517e-07,1.4173261320138408e-07,3.2213445138040697e-06,5.094883022138674e-07,1.203227526502815e-07,1.1094208929307568e-07,1.0582133654679636e-05,3.133176505798473e-05,0.12945902347564697,0.06832195073366165,6.611552976210078e-07,1.0189113481828826e-06,5.019033437747566e-07,3.069648357723054e-07,1.8971641111420467e-05,5.558932389249094e-05,4.807956770491728e-07,3.75693531395882e-07,5.956061386314104e-07,6.473380199167877e-05,2.1102668767980506e-07
